edad,genero,ciudad,posicion,experiencia,nivel,tecnologia,salario,estado,contrato,idioma,tamaño_empresa
40,Female,Berlin,Fullstack Developer,8,Senior,C#,57000,Full-time employee,Unlimited contract,German,51-100
23,Male,Stockholm,Frontend Developer,5,Senior,JavaScript,45600,Full-time employee,Unlimited contract,English,up to 10
28,Male,Kyiv,Mobile Developer,5,Senior,Swift,45000,Full-time employee,Unlimited contract,English,11-50
38,Male,Berlin,Software Engineer,16,Senior,ABAP,83000,Full-time employee,Unlimited contract,English,1000+
32,Male,Hamburg,Software Engineer,12,Senior,Java,66300,Full-time employee,Unlimited contract,German,101-1000
33,Female,Berlin,Software Engineer,6,Middle,Java,65000,Full-time employee,Unlimited contract,English,1000+
40,Male,Stuttgart,Software Engineer,14,Senior,C,95000,Full-time employee,Unlimited contract,German,1000+
28,Male,Berlin,Software Engineer,6,Middle,PHP,60000,Full-time employee,Unlimited contract,English,101-1000
23,Male,Warsaw,Software Engineer,4,Middle,PHP,34000,Full-time employee,Temporary contract,English,up to 10
31,Female,Berlin,QA Engineer,11,Middle,JavaScript,57000,Full-time employee,Unlimited contract,English,101-1000
34,Male,Tallinn,Software Engineer,12,Middle,PHP,54000,Full-time employee,Unlimited contract,English,101-1000
34,Male,Berlin,Software Engineer,10,Senior,.NET,60000,Full-time employee,Unlimited contract,English,11-50
29,Male,Tallinn,Mobile Developer,7,Senior,Kotlin,65000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Munich,Software Engineer,15,Senior,JavaScript,80000,Full-time employee,Unlimited contract,English,51-100
25,Female,Berlin,Frontend Developer,4,Middle,JavaScript,60000,Full-time employee,Unlimited contract,English,11-50
23,Male,Berlin,Software Engineer,3,Middle,JavaScript,60000,Full-time employee,Unlimited contract,English,1000+
30,Male,Munich,Software Engineer,10,Senior,.NET,75000,Full-time employee,Unlimited contract,English,1000+
32,Male,Berlin,Engineering Manager,10,Middle,JavaScript,85000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Berlin,Frontend Developer,2,Junior,JavaScript,47000,Full-time employee,Unlimited contract,German,1000+
31,Male,Berlin,ML Engineer,4,Junior,Python,62000,Full-time employee,Unlimited contract,German,1000+
40,Female,Berlin,Software Engineer,2,Junior,JavaScript,50000,Full-time employee,Unlimited contract,English,51-100
42,Male,Berlin,Software Engineer,17,Senior,Go,75000,Full-time employee,Unlimited contract,English,101-1000
27,Male,Berlin,Software Engineer,6,Middle,Java,82000,Full-time employee,Unlimited contract,English,1000+
29,Male,Munich,Software Engineer,8,Middle,PHP,75000,Full-time employee,Unlimited contract,English,1000+
23,Male,Berlin,Software Engineer,5,Middle,Python,53000,Full-time employee,Unlimited contract,English,101-1000
35,Male,Munich,Backend Developer,14,Senior,Java,77000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Lübeck,Software Engineer,10,Middle,C#,55000,Full-time employee,Unlimited contract,German,101-1000
31,Male,Berlin,Software Engineer,10,Lead,Python,82000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Berlin,Data Scientist,15,Head,Python,100000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Hamburg,ML Engineer,3,Lead,Python,70000,Full-time employee,Unlimited contract,English,11-50
26,Female,Berlin,Data Scientist,2,Junior,Python,47000,Full-time employee,Unlimited contract,English,11-50
30,Male,Berlin,Software Engineer,10,Senior,Java,70000,Full-time employee,Unlimited contract,English,11-50
33,Male,Munich,Software Engineer,9,Lead,Java,100000,Full-time employee,Unlimited contract,German,51-100
33,Male,Munich,Software Engineer,11,Senior,Python,65000,Full-time employee,Unlimited contract,English,51-100
31,Male,Berlin,Mobile Developer,10,Senior,Swift,80000,Full-time employee,Unlimited contract,English,1000+
33,Male,Nuremberg ,Data Scientist,2,Middle,Python,54000,Full-time employee,Unlimited contract,English,1000+
36,Male,Berlin,Frontend Developer,14,Senior,JavaScript,78000,Full-time employee,Unlimited contract,English,11-50
33,Male,Nürnberg,Software Engineer,9,Senior,JavaScript,60000,Full-time employee,Unlimited contract,German,1000+
36,Female,Berlin,DevOps,1,Middle,Java,60000,Full-time employee,Unlimited contract,English,51-100
33,Male,Berlin,Data Analyst,2,Middle,SQL,62000,Full-time employee,Unlimited contract,English,101-1000
40,Male,Berlin,QA Engineer,11,Senior,Python,60000,Full-time employee,Unlimited contract,German,101-1000
35,Male,Frankfurt,Frontend Developer,6,Senior,JavaScript,80000,Full-time employee,Unlimited contract,English,11-50
25,Male,Berlin,Software Engineer,6,Middle,Java,63700,Full-time employee,Unlimited contract,English,1000+
27,Male,Berlin,Software Engineer,4,Middle,C#,65000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Berlin,Data Scientist,4,Middle,Python,70000,Full-time employee,Unlimited contract,English,101-1000
36,Female,Munich,Frontend Developer,10,Middle,JavaScript,48000,Part-time employee,Unlimited contract,German,101-1000
29,Female,Berlin,Otro,9,Lead,Java,66000,Full-time employee,Unlimited contract,English,101-1000
28,Female,Berlin,Data Scientist,4,Middle,Python,65000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Berlin,Software Engineer,6,Middle,PHP,58000,Full-time employee,Temporary contract,German,1000+
32,Male,Munich,Software Engineer,7,Senior,Python,72000,Full-time employee,Unlimited contract,English,11-50
35,Male,Munich,Software Engineer,16,Lead,PHP,84000,Full-time employee,Unlimited contract,English,101-1000
26,Male,Berlin,Data Scientist,5,Middle,Python,59000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Berlin,Frontend Developer,7,Middle,TypeScript,68000,Full-time employee,Unlimited contract,English,101-1000
29,Male,Berlin,Data Engineer,5,Middle,Python,68000,Full-time employee,Unlimited contract,English,1000+
26,Male,Berlin,Software Engineer,5,Middle,Swift,71000,Full-time employee,Unlimited contract,English,1000+
28,Male,Berlin,Data Engineer,5,Middle,Scala,65000,Full-time employee,Unlimited contract,English,101-1000
36,Male,Berlin,Data Scientist,5,Middle,Python,50000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Berlin,Software Engineer,10,Middle,JavaScript,65000,Full-time employee,Unlimited contract,English,51-100
28,Male,Munich,Software Engineer,5,Middle,Java,56000,Full-time employee,Unlimited contract,English,11-50
27,Male,Berlin,DevOps,7,Senior,Go,80000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Berlin,Software Engineer,16,Senior,Java,83000,Full-time employee,Unlimited contract,English,1000+
34,Male,Munich,QA Engineer,5,Senior,Java,76500,Full-time employee,Unlimited contract,English,1000+
31,Male,Berlin,Frontend Developer,8,Senior,TypeScript,60000,Full-time employee,Unlimited contract,English,11-50
31,Male,Berlin,Data Scientist,5,Middle,Python,90000,Full-time employee,Unlimited contract,English,101-1000
27,Male,Berlin,ML Engineer,6,Middle,Python,82000,Full-time employee,Unlimited contract,English,1000+
29,Male,Berlin,Backend Developer,10,Senior,Scala,78000,Full-time employee,Unlimited contract,English,11-50
39,Male,Berlin,Software Engineer,6,Senior,PHP,60000,Full-time employee,Unlimited contract,English,101-1000
35,Male,Berlin,Frontend Developer,10,Senior,JavaScript,75000,Full-time employee,Unlimited contract,English,1000+
32,Male,Berlin,QA Engineer,7,Senior,Swift,65000,Full-time employee,Temporary contract,English,51-100
28,Male,Rome,ML Engineer,2,Middle,Java,36000,Full-time employee,Unlimited contract,English,1000+
30,Female,Berlin,Data Scientist,6,Senior,Python,76000,Full-time employee,Unlimited contract,English,1000+
26,Male,Berlin,Data Engineer,2,Middle,Python,54000,Full-time employee,Unlimited contract,English,1000+
25,Male,Berlin,Data Engineer,3,Senior,Scala,65000,Full-time employee,Unlimited contract,English,1000+
37,Female,Berlin,Data Scientist,2,Middle,Python,62000,Full-time employee,Unlimited contract,German,101-1000
25,Male,Berlin,Software Engineer,5,Senior,NodeJS,57000,Full-time employee,Temporary contract,English,up to 10
30,Male,Berlin,Frontend Developer,4,Senior,TypeScript,73000,Full-time employee,Unlimited contract,English,101-1000
30,Male,Berlin,Frontend Developer,11,Senior,TypeScript,74000,Full-time employee,Unlimited contract,English,1000+
29,Male,Berlin,Frontend Developer,9,Senior,JavaScript,74000,Full-time employee,Unlimited contract,English,1000+
36,Male,Berlin,Otro,4,Middle,C++,40000,Full-time employee,Temporary contract,English,up to 10
30,Female,Berlin,Software Engineer,4,Middle,Python,56000,Full-time employee,Unlimited contract,English,1000+
29,Male,Stuttgart ,Software Engineer,7,Middle,C++,70000,Full-time employee,Unlimited contract,English,51-100
32,Female,Berlin,QA Engineer,10,Middle,Java,68000,Full-time employee,Unlimited contract,English,1000+
34,Male,Berlin,QA Engineer,10,Senior,JavaScript,70000,Full-time employee,Unlimited contract,English,1000+
40,Male,Berlin,Otro,15,Head,Python,80000,Full-time employee,Unlimited contract,English,1000+
38,Male,Berlin,Data Scientist,15,Senior,Python,56000,Full-time employee,Unlimited contract,English,11-50
39,Male,Hamburg,Data Scientist,10,Senior,R,80000,Full-time employee,Unlimited contract,English,1000+
36,Male,Berlin,Engineering Manager,18,Head,C++,98000,Full-time employee,Unlimited contract,English,1000+
41,Male,Berlin,Backend Developer,20,Senior,Python,93000,Full-time employee,Unlimited contract,English,1000+
41,Male,Berlin,Software Engineer,18,Lead,PHP,100000,Full-time employee,Unlimited contract,English,51-100
33,Male,Berlin,Software Engineer,10,Lead,JavaScript,75000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Munich,Software Engineer,3,Middle,JavaScript,63000,Full-time employee,Unlimited contract,German,51-100
29,Male,Berlin,Backend Developer,5,Senior,Java,70000,Full-time employee,Unlimited contract,English,1000+
23,Male,Berlin,Backend Developer,3,Middle,Java,80000,Full-time employee,Unlimited contract,English,1000+
34,Male,Berlin,QA Engineer,10,Lead,Java,85000,Full-time employee,Unlimited contract,English,101-1000
37,Male,Berlin,Otro,15,Senior,C,78000,Full-time employee,Unlimited contract,English,1000+
31,Male,Berlin,Software Engineer,9,Lead,JavaScript,99000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Amsterdam,Backend Developer,15,Senior,Go,90000,Full-time employee,Unlimited contract,English,11-50
36,Male,Berlin,Backend Developer,14,Middle,JavaScript,75000,Full-time employee,Unlimited contract,English,101-1000
40,Male,Karlsruhe,Otro,20,Lead,C#,85000,Full-time employee,Unlimited contract,English,1000+
28,Male,Berlin,Backend Developer,7,Senior,Java,95000,Full-time employee,Unlimited contract,English,101-1000
35,Male,Frankfurt,Backend Developer,15,Senior,C,63000,Full-time employee,Unlimited contract,German,51-100
37,Male,Berlin,Backend Developer,12,Senior,Java,102000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Berlin,Software Engineer,10,Lead,C,95000,Full-time employee,Unlimited contract,English,1000+
33,Male,Berlin,Backend Developer,13,Senior,Java,78600,Full-time employee,Unlimited contract,English,101-1000
31,Male,Berlin,Software Engineer,4,Middle,Java,67000,Full-time employee,Unlimited contract,English,1000+
28,Male,Wolfsburg,Software Engineer,3,Middle,Java,42000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Boeblingen,QA Engineer,6,Senior,Python,53000,Full-time employee,Unlimited contract,English,1000+
25,Female,Frankfurt,Software Engineer,3,Middle,Java,53000,Full-time employee,Unlimited contract,German,1000+
35,Male,Berlin,Data Analyst,9,Senior,Python,77000,Full-time employee,Unlimited contract,German,101-1000
35,Male,Berlin,Software Engineer,15,Senior,.NET,80000,Full-time employee,Unlimited contract,English,11-50
33,Male,Berlin,Data Engineer,13,Senior,Python,85000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Munich,Software Engineer,15,Senior,Java,70000,Full-time employee,Unlimited contract,English,11-50
35,Male,Berlin,Software Engineer,10,Senior,PHP,78000,Full-time employee,Unlimited contract,German,up to 10
36,Female,Berlin,Data Scientist,5,Senior,Python,75000,Part-time employee,Unlimited contract,English,51-100
32,Female,Berlin,Software Engineer,6,Lead,Java,75000,Full-time employee,Unlimited contract,English,101-1000
27,Female,Berlin,Otro,1,Middle,Python,63000,Full-time employee,Unlimited contract,English,1000+
31,Male,Frankfurt,Data Scientist,6,Senior,Python,60000,Full-time employee,Unlimited contract,English,51-100
31,Male,Paris,Mobile Developer,8,Senior,Swift,60000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Cologne,Backend Developer,4,Middle,Java,44000,Full-time employee,Unlimited contract,German,101-1000
28,Female,Berlin,Frontend Developer,3,Middle,JavaScript,54500,Full-time employee,Unlimited contract,English,101-1000
29,Male,Berlin,Frontend Developer,8,Head,JavaScript,82500,Full-time employee,Unlimited contract,English,1000+
32,Female,Munich,Data Engineer,10,Middle,Python,75000,Full-time employee,Unlimited contract,English,11-50
38,Male,Dublin ,Mobile Developer,16,Senior,Swift,85000,Full-time employee,Unlimited contract,English,101-1000
30,Male,Stockholm,Backend Developer,7,Senior,C++,65000,Full-time employee,Unlimited contract,English,1000+
30,Male,Paderborn,Data Scientist,6,Junior,Python,51000,Full-time employee,Unlimited contract,German,101-1000
37,Male,Berlin,Mobile Developer,16,Senior,Swift,65000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Amsterdam,Mobile Developer,13,Senior,Kotlin,85000,Full-time employee,Unlimited contract,English,1000+
30,Male,Berlin,Software Engineer,7,Senior,Java,86000,Full-time employee,Unlimited contract,English,1000+
30,Male,Berlin,Software Engineer,8,Senior,JavaScript,60000,Full-time employee,Unlimited contract,English,51-100
32,Male,Berlin,QA Engineer,10,Senior,JavaScript,81000,Full-time employee,Unlimited contract,English,1000+
34,Male,Munich,Software Engineer,12,Senior,Java,74000,Full-time employee,Unlimited contract,English,101-1000
43,Male,Cologne,Backend Developer,10,Senior,PHP,57600,Full-time employee,Unlimited contract,German,101-1000
33,Male,Munich,Software Engineer,13,Senior,Java,70000,Full-time employee,Unlimited contract,English,101-1000
28,Female,Munich,QA Engineer,8,Senior,Kotlin,75000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Hamburg,Software Engineer,11,Senior,Java,65000,Full-time employee,Unlimited contract,English,11-50
35,Male,Berlin,Software Engineer,8,Senior,Go,90000,Full-time employee,Unlimited contract,English,1000+
28,Male,Munich,Software Engineer,6,Middle,C,64000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Berlin,Backend Developer,10,Lead,Ruby,80000,Full-time employee,Unlimited contract,English,51-100
25,Male,Berlin,Software Engineer,6,Senior,JavaScript,71750,Full-time employee,Unlimited contract,English,1000+
27,Female,Berlin,Backend Developer,5,Middle,Kotlin,65000,Full-time employee,Unlimited contract,English,51-100
28,Male,Frankfurt,Frontend Developer,7,Senior,JavaScript,80000,Full-time employee,Unlimited contract,English,11-50
32,Female,Munich,QA Engineer,8,Senior,Java,60000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Karlsruhe,Backend Developer,7,Senior,Java,66000,Full-time employee,Unlimited contract,English,1000+
34,Male,Berlin,Frontend Developer,13,Lead,JavaScript,85000,Full-time employee,Unlimited contract,English,101-1000
35,Male,Konstanz,Data Scientist,10,Middle,Python,65000,Full-time employee,Unlimited contract,English,51-100
33,Male,Berlin,Backend Developer,9,Senior,Java,81900,Full-time employee,Unlimited contract,English,1000+
31,Female,Ulm,QA Engineer,8,Middle,Java,45000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Berlin,Data Scientist,15,Head,Python,100000,Full-time employee,Unlimited contract,English,101-1000
32,Male,Berlin,DevOps,10,Middle,Python,62000,Full-time employee,Unlimited contract,English,101-1000
37,Male,Berlin,Mobile Developer,17,Senior,Swift,77000,Full-time employee,Unlimited contract,English,1000+
30,Male,Stuttgart,Software Engineer,8,Middle,C++,71000,Full-time employee,Unlimited contract,English,101-1000
29,Male,Berlin,Mobile Developer,5,Senior,Swift,65000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Stuttgart ,Backend Developer,4,Middle,PHP,43000,Full-time employee,Unlimited contract,English,up to 10
29,Male,Düsseldorf,Frontend Developer,6,Middle,TypeScript,55000,Full-time employee,Unlimited contract,German,11-50
35,Male,Berlin,QA Engineer,12,Senior,JavaScript,63000,Full-time employee,Unlimited contract,English,101-1000
41,Male,Munich,Software Engineer,19,Senior,Java,75000,Full-time employee,Unlimited contract,English,101-1000
26,Female,Dusseldorf,Otro,5,Middle,ABAP,65000,Full-time employee,Unlimited contract,German,up to 10
30,Male,Berlin,Data Engineer,6,Middle,Python,65000,Full-time employee,Unlimited contract,English,1000+
35,Female,Munich,Backend Developer,4,Middle,PHP,51000,Full-time employee,Unlimited contract,German,101-1000
32,Male,Berlin,Frontend Developer,13,Senior,JavaScript,70000,Full-time employee,Unlimited contract,English,11-50
26,Male,Berlin,Data Engineer,4,Middle,Scala,51000,Full-time employee,Unlimited contract,English,11-50
43,Male,Berlin,Engineering Manager,20,Lead,Java,105000,Full-time employee,Unlimited contract,English,1000+
33,Male,Munich,Software Engineer,11,Senior,JavaScript,80000,Full-time employee,Unlimited contract,English,101-1000
35,Female,Frankfurt,Software Engineer,1,Junior,ABAP,50000,Full-time employee,Unlimited contract,German,51-100
28,Male,Munich,Frontend Developer,5,Middle,JavaScript,72000,Full-time employee,Unlimited contract,German,11-50
27,Male,Munich,Data Engineer,2,Junior,Python,49000,Full-time employee,Unlimited contract,German,11-50
36,Male,Berlin,Backend Developer,4,Middle,Java,55000,Full-time employee,Unlimited contract,English,101-1000
38,Male,Berlin,Backend Developer,5,Middle,Java,66000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Berlin,Mobile Developer,6,Middle,Kotlin,85000,Full-time employee,Unlimited contract,English,1000+
30,Male,Berlin,Frontend Developer,6,Senior,JavaScript,79000,Full-time employee,Unlimited contract,English,1000+
30,Male,Berlin,Backend Developer,8,Middle,Python,74000,Full-time employee,Unlimited contract,English,1000+
28,Male,Berlin,Backend Developer,8,Lead,Ruby,67000,Full-time employee,Unlimited contract,English,51-100
29,Male,Berlin,Frontend Developer,3,Middle,JavaScript,48000,Full-time employee,Unlimited contract,English,51-100
35,Male,Berlin,Software Engineer,13,Lead,TypeScript,103000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Berlin,Frontend Developer,10,Senior,JavaScript,74000,Full-time employee,Unlimited contract,English,101-1000
25,Male,Berlin,Backend Developer,6,Senior,Go,86000,Full-time employee,Unlimited contract,English,101-1000
42,Female,Berlin,QA Engineer,5,Middle,Java,46000,Full-time employee,Unlimited contract,English,51-100
33,Male,Heidelberg,Software Engineer,11,Senior,Python,80000,Full-time employee,Temporary contract,English,101-1000
39,Male,Cologne,Otro,12,Head,PHP,75000,Full-time employee,Unlimited contract,German,up to 10
24,Male,Berlin,Software Engineer,2,Junior,JavaScript,50000,Full-time employee,Unlimited contract,German,1000+
39,Male,Berlin,Engineering Manager,15,Lead,Java,78000,Full-time employee,Unlimited contract,German,101-1000
33,Male,Amsterdam,Backend Developer,8,Senior,C#,75000,Full-time employee,Temporary contract,English,11-50
26,Male,Berlin,Backend Developer,3,Middle,Java,60000,Full-time employee,Unlimited contract,English,101-1000
29,Male,Berlin,Software Engineer,6,Middle,Swift,70000,Full-time employee,Unlimited contract,English,1000+
29,Female,Berlin,Software Engineer,5,Middle,PHP,55000,Full-time employee,Unlimited contract,English,11-50
32,Male,Prague,Software Engineer,8,Senior,C,36000,Full-time employee,Unlimited contract,Otro,1000+
30,Male,Berlin,Backend Developer,9,Head,Java,85000,Full-time employee,Unlimited contract,English,51-100
31,Male,Berlin,ML Engineer,7,Middle,Python,80000,Full-time employee,Unlimited contract,English,1000+
31,Female,Berlin,Software Engineer,1,Junior,React,57000,Full-time employee,Unlimited contract,English,1000+
36,Male,Frankfurt,Software Engineer,16,Middle,.NET,65000,Full-time employee,Unlimited contract,German,51-100
30,Male,Berlin,Mobile Developer,8,Senior,Swift,60000,Self-employed (freelancer),Temporary contract,English,up to 10
39,Male,Berlin,Software Engineer,19,Senior,Go,87000,Full-time employee,Unlimited contract,English,11-50
32,Male,Berlin,Software Engineer,11,Senior,C++,100000,Full-time employee,Unlimited contract,English,1000+
35,Male,Berlin,Backend Developer,12,Senior,PHP,54000,Full-time employee,Unlimited contract,English,101-1000
34,Male,Berlin,Data Scientist,6,Senior,Python,80000,Full-time employee,Unlimited contract,English,1000+
26,Male,Berlin,Data Scientist,4,Middle,Python,60000,Full-time employee,Unlimited contract,English,1000+
29,Male,Helsinki,Mobile Developer,7,Senior,Kotlin,64000,Full-time employee,Unlimited contract,English,51-100
31,Male,Berlin,Software Engineer,12,Senior,Java,60000,Full-time employee,Unlimited contract,English,1000+
33,Male,Berlin,Software Engineer,10,Senior,Python,80000,Full-time employee,Unlimited contract,English,1000+
28,Male,Berlin,Data Engineer,6,Middle,Python,83000,Full-time employee,Unlimited contract,English,1000+
35,Male,Düsseldorf,Data Scientist,3,Middle,Python,68000,Full-time employee,Unlimited contract,English,51-100
35,Male,Berlin,Otro,16,Senior,Python,100000,Full-time employee,Unlimited contract,English,1000+
32,Male,Siegen,Software Engineer,13,Junior,C,48000,Full-time employee,Unlimited contract,English,51-100
38,Male,Berlin,Software Engineer,15,Senior,Go,75000,Full-time employee,Unlimited contract,English,101-1000
29,Male,Berlin,Engineering Manager,9,Lead,Go,85000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Berlin,Backend Developer,13,Senior,Java,110000,Full-time employee,Unlimited contract,English,101-1000
28,Male,Berlin,Fullstack Developer,6,Senior,JavaScript,75000,Full-time employee,Unlimited contract,English,11-50
32,Male,Berlin,Otro,9,Senior,Python,90000,Full-time employee,Unlimited contract,English,51-100
39,Male,Berlin,Frontend Developer,10,Senior,JavaScript,85000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Minsk,Frontend Developer,6,Senior,TypeScript,110000,Full-time employee,Unlimited contract,English,11-50
30,Male,Berlin,QA Engineer,8,Senior,Python,68000,Full-time employee,Unlimited contract,English,51-100
30,Female,Düsseldorf ,Otro,2,Junior,R,45000,Full-time employee,Unlimited contract,English,1000+
37,Male,Munich,Software Engineer,15,Senior,C#,80000,Full-time employee,Unlimited contract,German,51-100
42,Male,Berlin,Software Engineer,20,Senior,PHP,65000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Nuremberg,QA Engineer,9,Middle,Java,60000,Full-time employee,Unlimited contract,English,1000+
34,Female,Berlin,QA Engineer,11,Senior,Python,60000,Full-time employee,Unlimited contract,German,1000+
35,Male,Berlin,Engineering Manager,20,Lead,Go,85000,Full-time employee,Unlimited contract,English,11-50
31,Male,Munich,Software Engineer,14,Senior,C++,75000,Full-time employee,Unlimited contract,English,101-1000
37,Male,Berlin,Software Engineer,11,Senior,Python,73000,Full-time employee,Unlimited contract,English,101-1000
37,Male,Berlin,Backend Developer,12,Lead,Kotlin,90000,Full-time employee,Unlimited contract,English,11-50
34,Male,Berlin,Mobile Developer,9,Senior,Swift,80000,Full-time employee,Unlimited contract,English,1000+
25,Male,Marseille,Data Scientist,1,Junior,Python,42000,Full-time employee,Unlimited contract,English,up to 10
42,Male,Friedrichshafen,Software Engineer,20,Senior,C++,70000,Full-time employee,Unlimited contract,English,101-1000
33,Female,Berlin,Data Scientist,8,Senior,Python,77000,Full-time employee,Unlimited contract,English,1000+
26,Female,Moscow,Frontend Developer,6,Senior,JavaScript,33000,Full-time employee,Unlimited contract,Otro,101-1000
34,Male,Berlin,Otro,13,Lead,C#,65000,Full-time employee,Unlimited contract,English,51-100
35,Male,Berlin,Software Engineer,15,Senior,Java,85000,Full-time employee,Unlimited contract,English,11-50
27,Male,Berlin,Backend Developer,4,Senior,Go,70000,Full-time employee,Unlimited contract,English,11-50
31,Male,Berlin,Software Engineer,7,Lead,Python,80000,Full-time employee,Unlimited contract,English,1000+
24,Male,Berlin,Software Engineer,2,Junior,Java,60000,Full-time employee,Unlimited contract,German,up to 10
28,Male,Berlin,Data Engineer,7,Senior,Python,90000,Full-time employee,Unlimited contract,English,101-1000
42,Male,Berlin,Backend Developer,18,Middle,PHP,53000,Full-time employee,Unlimited contract,English,11-50
27,Male,Berlin,Data Scientist,5,Middle,Python,55000,Full-time employee,Unlimited contract,English,51-100
30,Male,Hannover,Software Engineer,5,Middle,Python,45000,Full-time employee,Unlimited contract,English,up to 10
26,Male,Berlin,Software Engineer,2,Middle,TypeScript,58000,Full-time employee,Unlimited contract,English,1000+
37,Male,Walldorf,ML Engineer,15,Lead,Python,80000,Full-time employee,Unlimited contract,English,1000+
26,Female,Berlin,Otro,3,Middle,JavaScript,40000,Full-time employee,Unlimited contract,English,101-1000
30,Male,Hamburg,Data Scientist,5,Head,Python,80000,Full-time employee,Unlimited contract,English,11-50
26,Male,Eindhoven,ML Engineer,3,Middle,Python,48000,Full-time employee,Unlimited contract,English,101-1000
34,Male,France,Data Scientist,11,Senior,Python,80000,Full-time employee,Unlimited contract,Otro,1000+
38,Female,Regensburg,ML Engineer,3,Middle,Python,65000,Full-time employee,Temporary contract,German,1000+
28,Male,Frankfurt,Mobile Developer,5,Senior,Swift,50000,Full-time employee,Unlimited contract,English,11-50
29,Female,Berlin,Data Scientist,2,Junior,R,52000,Full-time employee,Unlimited contract,German,up to 10
28,Male,"Warsaw, Poland",Software Engineer,6,Middle,C#,52800,Full-time employee,Unlimited contract,English,51-100
42,Male,Berlin,Software Engineer,12,Lead,Java,95000,Full-time employee,Unlimited contract,English,101-1000
29,Male,Munich,Data Scientist,4,Middle,Python,61500,Full-time employee,Unlimited contract,English,11-50
29,Male,Munich,Software Engineer,4,Middle,R,78000,Full-time employee,Unlimited contract,English,1000+
27,Female,Berlin,Backend Developer,1,Junior,Java,42000,Full-time employee,Unlimited contract,German,101-1000
37,Male,Munich,Software Engineer,14,Head,TypeScript,84000,Full-time employee,Unlimited contract,English,up to 10
31,Male,Amsterdam,Data Scientist,10,Lead,Python,100000,Full-time employee,Unlimited contract,English,11-50
35,Male,Berlin,Data Analyst,5,Middle,R,49000,Full-time employee,Unlimited contract,English,101-1000
27,Male,Berlin,Data Scientist,4,Junior,Python,60000,Full-time employee,Temporary contract,English,51-100
29,Male,Munich,Otro,6,Middle,Python,68000,Full-time employee,Unlimited contract,English,101-1000
36,Male,Berlin,Backend Developer,5,Senior,Java,70000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Munich,Backend Developer,10,Senior,Java,70000,Full-time employee,Unlimited contract,English,11-50
42,Male,Berlin,Software Engineer,12,Lead,Java,95000,Full-time employee,Unlimited contract,English,101-1000
32,Female,Berlin,Otro,1,Junior,SQL,48000,Full-time employee,Unlimited contract,English,101-1000
29,Female,Berlin,Software Engineer,4,Middle,Java,60000,Full-time employee,Unlimited contract,English,101-1000
23,Male,Munich,ML Engineer,1,Junior,Python,49000,Full-time employee,Unlimited contract,English,101-1000
35,Female,Berlin,Frontend Developer,2,Junior,React,40000,Full-time employee,Unlimited contract,English,101-1000
34,Male,Berlin,Otro,10,Senior,SQL,75000,Full-time employee,Unlimited contract,English,101-1000
34,Male,Berlin,DevOps,12,Lead,Kubernetes,94000,Full-time employee,Unlimited contract,English,1000+
31,Male,Munich,ML Engineer,4,Senior,Python,100000,Full-time employee,Unlimited contract,English,1000+
34,Female,Berlin,QA Engineer,7,Senior,Java,55000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Frankfurt,Software Engineer,8,Senior,C#,67000,Full-time employee,Unlimited contract,English,11-50
33,Male,Munich,Backend Developer,12,Middle,PHP,56000,Full-time employee,Unlimited contract,English,101-1000
31,Male,Berlin,Backend Developer,5,Senior,Python,77000,Full-time employee,Unlimited contract,English,1000+
42,Male,Berlin,Software Engineer,12,Lead,Java,95000,Full-time employee,Unlimited contract,English,101-1000
33,Male,Heilbronn,Otro,7,Lead,C++,90000,Full-time employee,Unlimited contract,German,1000+
42,Male,Berlin,Software Engineer,12,Lead,Java,95000,Full-time employee,Unlimited contract,English,101-1000
30,Male,Berlin,Otro,7,Head,Python,100000,Full-time employee,Unlimited contract,English,101-1000
